date,sku,store,unit_price,sales,demand_realized,on_hand,lead_time_days,safety_stock,reorder_point,year,month,dayofweek
2023-12-04,SKU_002,WH_Main,159.28,6,6,188,10,13,83,2023,12,0
2023-12-05,SKU_002,WH_Main,159.28,10,10,178,18,19,145,2023,12,1
2023-12-06,SKU_002,WH_Main,159.28,6,6,172,7,12,61,2023,12,2
2023-12-07,SKU_002,WH_Main,159.28,7,7,165,13,16,107,2023,12,3
2023-12-08,SKU_002,WH_Main,159.28,5,5,160,12,15,99,2023,12,4
2023-12-09,SKU_002,WH_Main,159.28,5,5,155,9,14,77,2023,12,5
2023-12-10,SKU_002,WH_Main,159.28,3,3,152,8,13,69,2023,12,6
2023-12-11,SKU_002,WH_Main,159.28,6,6,146,12,17,101,2023,12,0
2023-12-12,SKU_002,WH_Main,159.28,9,9,137,8,13,69,2023,12,1
2023-12-13,SKU_002,WH_Main,159.28,8,8,129,15,19,124,2023,12,2
2023-12-14,SKU_002,WH_Main,159.28,5,5,124,10,14,84,2023,12,3
2023-12-15,SKU_002,WH_Main,159.28,8,8,116,13,16,107,2023,12,4
2023-12-16,SKU_002,WH_Main,159.28,10,10,313,16,20,132,2023,12,5
2023-12-17,SKU_002,WH_Main,159.28,8,8,305,12,15,99,2023,12,6
2023-12-18,SKU_002,WH_Main,159.28,6,6,299,5,9,44,2023,12,0
2023-12-19,SKU_002,WH_Main,159.28,3,3,296,7,13,62,2023,12,1
2023-12-20,SKU_002,WH_Main,159.28,9,9,287,8,10,66,2023,12,2
2023-12-21,SKU_002,WH_Main,159.28,8,8,279,8,12,68,2023,12,3
2023-12-22,SKU_002,WH_Main,159.28,9,9,270,6,12,54,2023,12,4
2023-12-23,SKU_002,WH_Main,159.28,5,5,265,15,16,121,2023,12,5
2023-12-24,SKU_002,WH_Main,159.28,7,7,258,11,15,92,2023,12,6
2023-12-25,SKU_002,WH_Main,159.28,8,8,250,14,18,116,2023,12,0
2023-12-26,SKU_002,WH_Main,159.28,7,7,243,13,17,108,2023,12,1
2023-12-27,SKU_002,WH_Main,159.28,5,5,238,10,17,87,2023,12,2
2023-12-28,SKU_002,WH_Main,159.28,10,10,228,14,17,115,2023,12,3
2023-12-29,SKU_002,WH_Main,159.28,5,5,223,16,17,129,2023,12,4
2023-12-30,SKU_002,WH_Main,159.28,8,8,215,11,13,90,2023,12,5
2023-12-31,SKU_002,WH_Main,159.28,18,18,197,9,13,76,2023,12,6
2024-01-01,SKU_002,WH_Main,159.28,8,8,189,14,15,113,2024,1,0
2024-01-02,SKU_002,WH_Main,159.28,3,3,186,7,12,61,2024,1,1
2024-01-03,SKU_002,WH_Main,159.28,12,12,174,9,12,75,2024,1,2
2024-01-04,SKU_002,WH_Main,159.28,9,9,165,9,13,76,2024,1,3
2024-01-05,SKU_002,WH_Main,159.28,4,4,161,13,16,107,2024,1,4
2024-01-06,SKU_002,WH_Main,159.28,8,8,153,14,15,113,2024,1,5
2024-01-07,SKU_002,WH_Main,159.28,10,10,143,15,20,125,2024,1,6
2024-01-08,SKU_002,WH_Main,159.28,8,8,135,15,17,122,2024,1,0
2024-01-09,SKU_002,WH_Main,159.28,9,9,126,9,15,78,2024,1,1
2024-01-10,SKU_002,WH_Main,159.28,7,7,119,10,14,84,2024,1,2
2024-01-11,SKU_002,WH_Main,159.28,5,5,114,10,12,82,2024,1,3
2024-01-12,SKU_002,WH_Main,159.28,13,13,101,14,15,113,2024,1,4
2024-01-13,SKU_002,WH_Main,159.28,8,8,93,13,17,108,2024,1,5
2024-01-14,SKU_002,WH_Main,159.28,5,5,88,10,14,84,2024,1,6
2024-01-15,SKU_002,WH_Main,159.28,3,3,85,13,15,106,2024,1,0
2024-01-16,SKU_002,WH_Main,159.28,7,7,78,11,16,93,2024,1,1
2024-01-17,SKU_002,WH_Main,159.28,4,4,74,7,10,59,2024,1,2
2024-01-18,SKU_002,WH_Main,159.28,4,4,70,13,17,108,2024,1,3
2024-01-19,SKU_002,WH_Main,159.28,7,7,63,10,15,85,2024,1,4
2024-01-20,SKU_002,WH_Main,159.28,11,11,228,11,15,92,2024,1,5
2024-01-21,SKU_002,WH_Main,159.28,5,5,223,11,15,92,2024,1,6
2024-01-22,SKU_002,WH_Main,159.28,5,5,218,8,14,70,2024,1,0
2024-01-23,SKU_002,WH_Main,159.28,7,7,211,8,13,69,2024,1,1
2024-01-24,SKU_002,WH_Main,159.28,7,7,204,14,17,115,2024,1,2
2024-01-25,SKU_002,WH_Main,159.28,11,11,193,12,14,98,2024,1,3
2024-01-26,SKU_002,WH_Main,159.28,3,3,190,21,19,166,2024,1,4
2024-01-27,SKU_002,WH_Main,159.28,3,3,187,11,16,93,2024,1,5
2024-01-28,SKU_002,WH_Main,159.28,6,6,181,9,15,78,2024,1,6
2024-01-29,SKU_002,WH_Main,159.28,7,7,174,13,15,106,2024,1,0
2024-01-30,SKU_002,WH_Main,159.28,10,10,164,17,17,136,2024,1,1
2024-01-31,SKU_002,WH_Main,159.28,3,3,161,14,18,116,2024,1,2
2024-02-01,SKU_002,WH_Main,159.28,8,8,153,17,16,135,2024,2,3
2024-02-02,SKU_002,WH_Main,159.28,3,3,150,14,16,114,2024,2,4
2024-02-03,SKU_002,WH_Main,159.28,6,6,144,14,17,115,2024,2,5
2024-02-04,SKU_002,WH_Main,159.28,2,2,142,15,17,122,2024,2,6
2024-02-05,SKU_002,WH_Main,159.28,5,5,137,3,9,30,2024,2,0
2024-02-06,SKU_002,WH_Main,159.28,5,5,132,14,15,113,2024,2,1
2024-02-07,SKU_002,WH_Main,159.28,6,6,126,10,15,85,2024,2,2
2024-02-08,SKU_002,WH_Main,159.28,8,8,118,7,12,61,2024,2,3
2024-02-09,SKU_002,WH_Main,159.28,3,3,115,7,13,62,2024,2,4
2024-02-10,SKU_002,WH_Main,159.28,5,5,110,13,16,107,2024,2,5
2024-02-11,SKU_002,WH_Main,159.28,7,7,103,9,15,78,2024,2,6
2024-02-12,SKU_002,WH_Main,159.28,5,5,98,14,17,115,2024,2,0
2024-02-13,SKU_002,WH_Main,159.28,3,3,95,10,13,83,2024,2,1
2024-02-14,SKU_002,WH_Main,159.28,3,3,92,12,15,99,2024,2,2
2024-02-15,SKU_002,WH_Main,159.28,6,6,86,12,16,100,2024,2,3
2024-02-16,SKU_002,WH_Main,159.28,6,6,80,11,15,92,2024,2,4
2024-02-17,SKU_002,WH_Main,159.28,4,4,76,11,15,92,2024,2,5
2024-02-18,SKU_002,WH_Main,159.28,9,9,67,7,11,60,2024,2,6
2024-02-19,SKU_002,WH_Main,159.28,3,3,64,13,15,106,2024,2,0
2024-02-20,SKU_002,WH_Main,159.28,6,6,58,12,16,100,2024,2,1
2024-02-21,SKU_002,WH_Main,159.28,6,6,52,14,17,115,2024,2,2
2024-02-22,SKU_002,WH_Main,159.28,4,4,48,12,17,101,2024,2,3
2024-02-23,SKU_002,WH_Main,159.28,3,3,45,11,16,93,2024,2,4
2024-02-24,SKU_002,WH_Main,159.28,6,6,39,12,15,99,2024,2,5
2024-02-25,SKU_002,WH_Main,159.28,8,8,130,9,14,77,2024,2,6
2024-02-26,SKU_002,WH_Main,159.28,2,2,128,9,13,76,2024,2,0
2024-02-27,SKU_002,WH_Main,159.28,4,4,124,8,13,69,2024,2,1
2024-02-28,SKU_002,WH_Main,159.28,6,6,118,8,14,70,2024,2,2
2024-02-29,SKU_002,WH_Main,159.28,5,5,113,14,18,116,2024,2,3
2024-03-01,SKU_002,WH_Main,159.28,7,7,106,16,17,129,2024,3,4
2024-03-02,SKU_002,WH_Main,159.28,10,10,96,10,14,84,2024,3,5
2024-03-03,SKU_002,WH_Main,159.28,9,9,87,13,15,106,2024,3,6
2024-03-04,SKU_002,WH_Main,159.28,3,3,84,10,15,85,2024,3,0
2024-03-05,SKU_002,WH_Main,159.28,4,4,80,11,14,91,2024,3,1
2024-03-06,SKU_002,WH_Main,159.28,11,11,69,16,19,131,2024,3,2
2024-03-07,SKU_002,WH_Main,159.28,3,3,66,6,12,54,2024,3,3
2024-03-08,SKU_002,WH_Main,159.28,9,9,57,9,12,75,2024,3,4
2024-03-09,SKU_002,WH_Main,159.28,6,6,51,11,14,91,2024,3,5
2024-03-10,SKU_002,WH_Main,159.28,8,8,43,12,13,97,2024,3,6
2024-03-11,SKU_002,WH_Main,159.28,4,4,39,12,17,101,2024,3,0
2024-03-12,SKU_002,WH_Main,159.28,5,5,201,14,13,111,2024,3,1
2024-03-13,SKU_002,WH_Main,159.28,3,3,198,8,12,68,2024,3,2
2024-03-14,SKU_002,WH_Main,159.28,5,5,193,13,15,106,2024,3,3
2024-03-15,SKU_002,WH_Main,159.28,4,4,189,14,16,114,2024,3,4
2024-03-16,SKU_002,WH_Main,159.28,8,8,181,13,16,107,2024,3,5
2024-03-17,SKU_002,WH_Main,159.28,6,6,175,18,19,145,2024,3,6
2024-03-18,SKU_002,WH_Main,159.28,10,10,165,7,12,61,2024,3,0
2024-03-19,SKU_002,WH_Main,159.28,4,4,161,15,16,121,2024,3,1
2024-03-20,SKU_002,WH_Main,159.28,4,4,157,16,16,128,2024,3,2
2024-03-21,SKU_002,WH_Main,159.28,2,2,155,9,11,74,2024,3,3
2024-03-22,SKU_002,WH_Main,159.28,1,1,154,8,11,67,2024,3,4
2024-03-23,SKU_002,WH_Main,159.28,6,6,148,7,14,63,2024,3,5
2024-03-24,SKU_002,WH_Main,159.28,9,9,139,12,16,100,2024,3,6
2024-03-25,SKU_002,WH_Main,159.28,6,6,133,15,16,121,2024,3,0
2024-03-26,SKU_002,WH_Main,159.28,12,12,121,13,16,107,2024,3,1
2024-03-27,SKU_002,WH_Main,159.28,1,1,120,8,13,69,2024,3,2
2024-03-28,SKU_002,WH_Main,159.28,11,11,109,14,17,115,2024,3,3
2024-03-29,SKU_002,WH_Main,159.28,4,4,105,11,16,93,2024,3,4
2024-03-30,SKU_002,WH_Main,159.28,5,5,100,11,16,93,2024,3,5
2024-03-31,SKU_002,WH_Main,159.28,6,6,94,14,15,113,2024,3,6
2024-04-01,SKU_002,WH_Main,159.28,5,5,89,15,18,123,2024,4,0
2024-04-02,SKU_002,WH_Main,159.28,3,3,86,10,14,84,2024,4,1
2024-04-03,SKU_002,WH_Main,159.28,4,4,82,9,14,77,2024,4,2
2024-04-04,SKU_002,WH_Main,159.28,5,5,77,10,13,83,2024,4,3
2024-04-05,SKU_002,WH_Main,159.28,4,4,73,11,16,93,2024,4,4
2024-04-06,SKU_002,WH_Main,159.28,7,7,66,16,18,130,2024,4,5
2024-04-07,SKU_002,WH_Main,159.28,12,12,54,10,13,83,2024,4,6
2024-04-08,SKU_002,WH_Main,159.28,10,10,44,14,19,117,2024,4,0
2024-04-09,SKU_002,WH_Main,159.28,2,2,42,12,17,101,2024,4,1
2024-04-10,SKU_002,WH_Main,159.28,5,5,37,9,13,76,2024,4,2
2024-04-11,SKU_002,WH_Main,159.28,3,3,34,6,11,53,2024,4,3
2024-04-12,SKU_002,WH_Main,159.28,8,8,26,11,15,92,2024,4,4
2024-04-13,SKU_002,WH_Main,159.28,5,5,21,13,17,108,2024,4,5
2024-04-14,SKU_002,WH_Main,159.28,2,2,19,12,18,102,2024,4,6
2024-04-15,SKU_002,WH_Main,159.28,5,5,14,8,11,67,2024,4,0
2024-04-16,SKU_002,WH_Main,159.28,5,5,9,12,16,100,2024,4,1
2024-04-17,SKU_002,WH_Main,159.28,2,2,7,16,17,129,2024,4,2
2024-04-18,SKU_002,WH_Main,159.28,5,5,2,12,16,100,2024,4,3
2024-04-19,SKU_002,WH_Main,159.28,2,3,0,16,17,129,2024,4,4
2024-04-20,SKU_002,WH_Main,159.28,0,5,0,11,15,92,2024,4,5
2024-04-21,SKU_002,WH_Main,159.28,0,3,0,16,18,130,2024,4,6
2024-04-22,SKU_002,WH_Main,159.28,0,4,0,9,15,78,2024,4,0
2024-04-23,SKU_002,WH_Main,159.28,0,6,0,9,14,77,2024,4,1
2024-04-24,SKU_002,WH_Main,159.28,0,1,0,13,15,106,2024,4,2
2024-04-25,SKU_002,WH_Main,159.28,0,4,0,14,17,115,2024,4,3
2024-04-26,SKU_002,WH_Main,159.28,0,5,151,9,12,75,2024,4,4
2024-04-27,SKU_002,WH_Main,159.28,3,3,148,8,12,68,2024,4,5
2024-04-28,SKU_002,WH_Main,159.28,5,5,143,10,14,84,2024,4,6
2024-04-29,SKU_002,WH_Main,159.28,6,6,137,18,18,144,2024,4,0
2024-04-30,SKU_002,WH_Main,159.28,9,9,128,7,13,62,2024,4,1
2024-05-01,SKU_002,WH_Main,159.28,8,8,120,4,10,38,2024,5,2
2024-05-02,SKU_002,WH_Main,159.28,6,6,114,12,14,98,2024,5,3
2024-05-03,SKU_002,WH_Main,159.28,8,8,106,11,16,93,2024,5,4
2024-05-04,SKU_002,WH_Main,159.28,1,1,105,14,17,115,2024,5,5
2024-05-05,SKU_002,WH_Main,159.28,5,5,100,12,17,101,2024,5,6
2024-05-06,SKU_002,WH_Main,159.28,4,4,96,9,13,76,2024,5,0
2024-05-07,SKU_002,WH_Main,159.28,5,5,91,13,15,106,2024,5,1
2024-05-08,SKU_002,WH_Main,159.28,7,7,84,11,14,91,2024,5,2
2024-05-09,SKU_002,WH_Main,159.28,0,0,84,10,13,83,2024,5,3
2024-05-10,SKU_002,WH_Main,159.28,5,5,79,10,14,84,2024,5,4
2024-05-11,SKU_002,WH_Main,159.28,2,2,77,11,16,93,2024,5,5
2024-05-12,SKU_002,WH_Main,159.28,7,7,70,17,19,138,2024,5,6
2024-05-13,SKU_002,WH_Main,159.28,4,4,66,7,11,60,2024,5,0
2024-05-14,SKU_002,WH_Main,159.28,4,4,158,8,12,68,2024,5,1
2024-05-15,SKU_002,WH_Main,159.28,1,1,157,10,14,84,2024,5,2
2024-05-16,SKU_002,WH_Main,159.28,3,3,154,11,16,93,2024,5,3
2024-05-17,SKU_002,WH_Main,159.28,3,3,151,9,13,76,2024,5,4
2024-05-18,SKU_002,WH_Main,159.28,4,4,147,11,16,93,2024,5,5
2024-05-19,SKU_002,WH_Main,159.28,8,8,139,11,14,91,2024,5,6
2024-05-20,SKU_002,WH_Main,159.28,2,2,137,9,13,76,2024,5,0
2024-05-21,SKU_002,WH_Main,159.28,6,6,131,13,18,109,2024,5,1
2024-05-22,SKU_002,WH_Main,159.28,4,4,127,10,14,84,2024,5,2
2024-05-23,SKU_002,WH_Main,159.28,5,5,122,12,14,98,2024,5,3
2024-05-24,SKU_002,WH_Main,159.28,7,7,115,11,17,94,2024,5,4
2024-05-25,SKU_002,WH_Main,159.28,3,3,112,13,17,108,2024,5,5
2024-05-26,SKU_002,WH_Main,159.28,4,4,108,12,14,98,2024,5,6
2024-05-27,SKU_002,WH_Main,159.28,9,9,99,16,19,131,2024,5,0
2024-05-28,SKU_002,WH_Main,159.28,5,5,94,15,17,122,2024,5,1
2024-05-29,SKU_002,WH_Main,159.28,5,5,89,6,12,54,2024,5,2
2024-05-30,SKU_002,WH_Main,159.28,3,3,225,16,18,130,2024,5,3
2024-05-31,SKU_002,WH_Main,159.28,6,6,219,9,12,75,2024,5,4
2024-06-01,SKU_002,WH_Main,159.28,3,3,216,8,13,69,2024,6,5
2024-06-02,SKU_002,WH_Main,159.28,2,2,214,14,14,112,2024,6,6
2024-06-03,SKU_002,WH_Main,159.28,7,7,207,6,12,54,2024,6,0
2024-06-04,SKU_002,WH_Main,159.28,9,9,198,8,14,70,2024,6,1
2024-06-05,SKU_002,WH_Main,159.28,5,5,193,18,19,145,2024,6,2
2024-06-06,SKU_002,WH_Main,159.28,5,5,188,16,16,128,2024,6,3
2024-06-07,SKU_002,WH_Main,159.28,7,7,181,14,16,114,2024,6,4
2024-06-08,SKU_002,WH_Main,159.28,6,6,175,12,15,99,2024,6,5
2024-06-09,SKU_002,WH_Main,159.28,8,8,167,12,14,98,2024,6,6
2024-06-10,SKU_002,WH_Main,159.28,5,5,162,10,13,83,2024,6,0
2024-06-11,SKU_002,WH_Main,159.28,4,4,158,9,13,76,2024,6,1
2024-06-12,SKU_002,WH_Main,159.28,4,4,154,16,20,132,2024,6,2
2024-06-13,SKU_002,WH_Main,159.28,2,2,152,9,14,77,2024,6,3
2024-06-14,SKU_002,WH_Main,159.28,2,2,150,9,14,77,2024,6,4
2024-06-15,SKU_002,WH_Main,159.28,8,8,142,18,22,148,2024,6,5
2024-06-16,SKU_002,WH_Main,159.28,2,2,140,6,12,54,2024,6,6
2024-06-17,SKU_002,WH_Main,159.28,6,6,134,15,15,120,2024,6,0
2024-06-18,SKU_002,WH_Main,159.28,8,8,126,13,18,109,2024,6,1
2024-06-19,SKU_002,WH_Main,159.28,1,1,125,11,17,94,2024,6,2
2024-06-20,SKU_002,WH_Main,159.28,1,1,124,9,13,76,2024,6,3
2024-06-21,SKU_002,WH_Main,159.28,3,3,121,9,13,76,2024,6,4
2024-06-22,SKU_002,WH_Main,159.28,1,1,120,15,15,120,2024,6,5
2024-06-23,SKU_002,WH_Main,159.28,4,4,116,11,15,92,2024,6,6
2024-06-24,SKU_002,WH_Main,159.28,3,3,113,8,12,68,2024,6,0
2024-06-25,SKU_002,WH_Main,159.28,3,3,110,13,16,107,2024,6,1
2024-06-26,SKU_002,WH_Main,159.28,6,6,104,15,15,120,2024,6,2
2024-06-27,SKU_002,WH_Main,159.28,2,2,102,10,12,82,2024,6,3
2024-06-28,SKU_002,WH_Main,159.28,4,4,98,5,11,46,2024,6,4
2024-06-29,SKU_002,WH_Main,159.28,2,2,96,10,14,84,2024,6,5
2024-06-30,SKU_002,WH_Main,159.28,4,4,92,8,13,69,2024,6,6
2024-07-01,SKU_002,WH_Main,159.28,6,6,86,16,18,130,2024,7,0
2024-07-02,SKU_002,WH_Main,159.28,2,2,84,12,17,101,2024,7,1
2024-07-03,SKU_002,WH_Main,159.28,2,2,82,12,17,101,2024,7,2
2024-07-04,SKU_002,WH_Main,159.28,4,4,199,13,16,107,2024,7,3
2024-07-05,SKU_002,WH_Main,159.28,4,4,195,13,18,109,2024,7,4
2024-07-06,SKU_002,WH_Main,159.28,1,1,194,5,10,45,2024,7,5
2024-07-07,SKU_002,WH_Main,159.28,3,3,191,9,14,77,2024,7,6
2024-07-08,SKU_002,WH_Main,159.28,4,4,187,13,17,108,2024,7,0
2024-07-09,SKU_002,WH_Main,159.28,5,5,182,14,15,113,2024,7,1
2024-07-10,SKU_002,WH_Main,159.28,5,5,177,8,11,67,2024,7,2
2024-07-11,SKU_002,WH_Main,159.28,9,9,168,17,17,136,2024,7,3
2024-07-12,SKU_002,WH_Main,159.28,7,7,161,15,15,120,2024,7,4
2024-07-13,SKU_002,WH_Main,159.28,4,4,157,12,15,99,2024,7,5
2024-07-14,SKU_002,WH_Main,159.28,3,3,154,9,12,75,2024,7,6
2024-07-15,SKU_002,WH_Main,159.28,6,6,148,13,16,107,2024,7,0
2024-07-16,SKU_002,WH_Main,159.28,1,1,147,19,18,151,2024,7,1
2024-07-17,SKU_002,WH_Main,159.28,4,4,143,17,19,138,2024,7,2
2024-07-18,SKU_002,WH_Main,159.28,5,5,138,12,17,101,2024,7,3
2024-07-19,SKU_002,WH_Main,159.28,3,3,135,16,16,128,2024,7,4
2024-07-20,SKU_002,WH_Main,159.28,3,3,132,6,11,53,2024,7,5
2024-07-21,SKU_002,WH_Main,159.28,4,4,128,14,17,115,2024,7,6
2024-07-22,SKU_002,WH_Main,159.28,5,5,123,11,16,93,2024,7,0
2024-07-23,SKU_002,WH_Main,159.28,5,5,118,14,16,114,2024,7,1
2024-07-24,SKU_002,WH_Main,159.28,7,7,111,9,12,75,2024,7,2
2024-07-25,SKU_002,WH_Main,159.28,3,3,108,9,12,75,2024,7,3
2024-07-26,SKU_002,WH_Main,159.28,7,7,101,9,14,77,2024,7,4
2024-07-27,SKU_002,WH_Main,159.28,3,3,98,10,15,85,2024,7,5
2024-07-28,SKU_002,WH_Main,159.28,3,3,270,13,16,107,2024,7,6
2024-07-29,SKU_002,WH_Main,159.28,5,5,265,9,13,76,2024,7,0
2024-07-30,SKU_002,WH_Main,159.28,3,3,262,11,16,93,2024,7,1
2024-07-31,SKU_002,WH_Main,159.28,4,4,258,13,16,107,2024,7,2
2024-08-01,SKU_002,WH_Main,159.28,5,5,253,10,13,83,2024,8,3
2024-08-02,SKU_002,WH_Main,159.28,5,5,248,9,11,74,2024,8,4
2024-08-03,SKU_002,WH_Main,159.28,3,3,245,10,13,83,2024,8,5
2024-08-04,SKU_002,WH_Main,159.28,7,7,238,12,16,100,2024,8,6
2024-08-05,SKU_002,WH_Main,159.28,3,3,235,11,14,91,2024,8,0
2024-08-06,SKU_002,WH_Main,159.28,1,1,234,7,11,60,2024,8,1
2024-08-07,SKU_002,WH_Main,159.28,5,5,229,7,11,60,2024,8,2
2024-08-08,SKU_002,WH_Main,159.28,4,4,225,6,11,53,2024,8,3
2024-08-09,SKU_002,WH_Main,159.28,6,6,219,11,16,93,2024,8,4
2024-08-10,SKU_002,WH_Main,159.28,4,4,215,7,13,62,2024,8,5
2024-08-11,SKU_002,WH_Main,159.28,3,3,212,16,18,130,2024,8,6
2024-08-12,SKU_002,WH_Main,159.28,0,0,212,14,16,114,2024,8,0
2024-08-13,SKU_002,WH_Main,159.28,6,6,206,7,11,60,2024,8,1
2024-08-14,SKU_002,WH_Main,159.28,5,5,201,10,15,85,2024,8,2
2024-08-15,SKU_002,WH_Main,159.28,5,5,196,12,14,98,2024,8,3
2024-08-16,SKU_002,WH_Main,159.28,3,3,193,9,11,74,2024,8,4
2024-08-17,SKU_002,WH_Main,159.28,5,5,188,19,19,152,2024,8,5
2024-08-18,SKU_002,WH_Main,159.28,4,4,184,8,12,68,2024,8,6
2024-08-19,SKU_002,WH_Main,159.28,5,5,179,11,15,92,2024,8,0
2024-08-20,SKU_002,WH_Main,159.28,5,5,174,14,15,113,2024,8,1
2024-08-21,SKU_002,WH_Main,159.28,6,6,168,12,14,98,2024,8,2
2024-08-22,SKU_002,WH_Main,159.28,6,6,162,9,13,76,2024,8,3
2024-08-23,SKU_002,WH_Main,159.28,6,6,156,10,12,82,2024,8,4
2024-08-24,SKU_002,WH_Main,159.28,7,7,149,11,15,92,2024,8,5
2024-08-25,SKU_002,WH_Main,159.28,7,7,142,11,17,94,2024,8,6
2024-08-26,SKU_002,WH_Main,159.28,4,4,138,10,14,84,2024,8,0
2024-08-27,SKU_002,WH_Main,159.28,7,7,131,8,12,68,2024,8,1
2024-08-28,SKU_002,WH_Main,159.28,2,2,129,10,16,86,2024,8,2
2024-08-29,SKU_002,WH_Main,159.28,4,4,125,13,15,106,2024,8,3
2024-08-30,SKU_002,WH_Main,159.28,5,5,120,9,13,76,2024,8,4
2024-08-31,SKU_002,WH_Main,159.28,5,5,115,10,15,85,2024,8,5
2024-09-01,SKU_002,WH_Main,159.28,3,3,112,8,12,68,2024,9,6
2024-09-02,SKU_002,WH_Main,159.28,4,4,108,14,16,114,2024,9,0
2024-09-03,SKU_002,WH_Main,159.28,6,6,102,10,15,85,2024,9,1
2024-09-04,SKU_002,WH_Main,159.28,7,7,95,15,19,124,2024,9,2
2024-09-05,SKU_002,WH_Main,159.28,5,5,90,11,13,90,2024,9,3
2024-09-06,SKU_002,WH_Main,159.28,5,5,85,12,15,99,2024,9,4
2024-09-07,SKU_002,WH_Main,159.28,4,4,81,7,12,61,2024,9,5
2024-09-08,SKU_002,WH_Main,159.28,6,6,75,12,16,100,2024,9,6
2024-09-09,SKU_002,WH_Main,159.28,3,3,72,15,17,122,2024,9,0
2024-09-10,SKU_002,WH_Main,159.28,3,3,69,10,15,85,2024,9,1
2024-09-11,SKU_002,WH_Main,159.28,1,1,68,5,10,45,2024,9,2
2024-09-12,SKU_002,WH_Main,159.28,5,5,63,11,15,92,2024,9,3
2024-09-13,SKU_002,WH_Main,159.28,3,3,60,14,16,114,2024,9,4
2024-09-14,SKU_002,WH_Main,159.28,7,7,53,9,13,76,2024,9,5
2024-09-15,SKU_002,WH_Main,159.28,3,3,142,8,10,66,2024,9,6
2024-09-16,SKU_002,WH_Main,159.28,5,5,137,9,13,76,2024,9,0
2024-09-17,SKU_002,WH_Main,159.28,4,4,133,7,11,60,2024,9,1
2024-09-18,SKU_002,WH_Main,159.28,3,3,130,13,15,106,2024,9,2
2024-09-19,SKU_002,WH_Main,159.28,8,8,122,17,15,134,2024,9,3
2024-09-20,SKU_002,WH_Main,159.28,5,5,117,15,16,121,2024,9,4
2024-09-21,SKU_002,WH_Main,159.28,6,6,111,7,12,61,2024,9,5
2024-09-22,SKU_002,WH_Main,159.28,3,3,108,9,13,76,2024,9,6
2024-09-23,SKU_002,WH_Main,159.28,2,2,106,17,19,138,2024,9,0
2024-09-24,SKU_002,WH_Main,159.28,8,8,98,13,17,108,2024,9,1
2024-09-25,SKU_002,WH_Main,159.28,5,5,224,16,17,129,2024,9,2
2024-09-26,SKU_002,WH_Main,159.28,4,4,220,10,13,83,2024,9,3
2024-09-27,SKU_002,WH_Main,159.28,8,8,212,7,13,62,2024,9,4
2024-09-28,SKU_002,WH_Main,159.28,5,5,207,14,15,113,2024,9,5
2024-09-29,SKU_002,WH_Main,159.28,3,3,204,10,15,85,2024,9,6
2024-09-30,SKU_002,WH_Main,159.28,3,3,201,14,15,113,2024,9,0
2024-10-01,SKU_002,WH_Main,159.28,7,7,194,14,18,116,2024,10,1
2024-10-02,SKU_002,WH_Main,159.28,5,5,189,12,15,99,2024,10,2
2024-10-03,SKU_002,WH_Main,159.28,7,7,182,12,17,101,2024,10,3
2024-10-04,SKU_002,WH_Main,159.28,6,6,176,8,14,70,2024,10,4
2024-10-05,SKU_002,WH_Main,159.28,3,3,173,7,13,62,2024,10,5
2024-10-06,SKU_002,WH_Main,159.28,4,4,169,8,14,70,2024,10,6
2024-10-07,SKU_002,WH_Main,159.28,8,8,161,13,18,109,2024,10,0
2024-10-08,SKU_002,WH_Main,159.28,7,7,154,18,17,143,2024,10,1
2024-10-09,SKU_002,WH_Main,159.28,10,10,144,8,14,70,2024,10,2
2024-10-10,SKU_002,WH_Main,159.28,4,4,140,11,16,93,2024,10,3
2024-10-11,SKU_002,WH_Main,159.28,5,5,135,13,18,109,2024,10,4
2024-10-12,SKU_002,WH_Main,159.28,8,8,127,14,18,116,2024,10,5
2024-10-13,SKU_002,WH_Main,159.28,5,5,122,16,19,131,2024,10,6
2024-10-14,SKU_002,WH_Main,159.28,8,8,114,5,10,45,2024,10,0
2024-10-15,SKU_002,WH_Main,159.28,3,3,111,12,15,99,2024,10,1
2024-10-16,SKU_002,WH_Main,159.28,4,4,107,14,18,116,2024,10,2
2024-10-17,SKU_002,WH_Main,159.28,7,7,100,14,16,114,2024,10,3
2024-10-18,SKU_002,WH_Main,159.28,4,4,300,13,17,108,2024,10,4
2024-10-19,SKU_002,WH_Main,159.28,5,5,295,10,14,84,2024,10,5
2024-10-20,SKU_002,WH_Main,159.28,4,4,291,11,15,92,2024,10,6
2024-10-21,SKU_002,WH_Main,159.28,3,3,288,15,18,123,2024,10,0
2024-10-22,SKU_002,WH_Main,159.28,8,8,280,10,13,83,2024,10,1
2024-10-23,SKU_002,WH_Main,159.28,7,7,273,11,16,93,2024,10,2
2024-10-24,SKU_002,WH_Main,159.28,4,4,269,16,17,129,2024,10,3
2024-10-25,SKU_002,WH_Main,159.28,5,5,264,10,14,84,2024,10,4
2024-10-26,SKU_002,WH_Main,159.28,4,4,260,12,15,99,2024,10,5
2024-10-27,SKU_002,WH_Main,159.28,7,7,253,13,17,108,2024,10,6
2024-10-28,SKU_002,WH_Main,159.28,3,3,250,10,13,83,2024,10,0
2024-10-29,SKU_002,WH_Main,159.28,5,5,245,15,19,124,2024,10,1
2024-10-30,SKU_002,WH_Main,159.28,4,4,241,7,12,61,2024,10,2
